id,published,title,reference
39655129,2024-11-07 00:00:00,Human Metapneumovirus Associated With Acute Hemorrhagic Oedema of Infancy: A Case Report.,https://pubmed.ncbi.nlm.nih.gov/39655129
39154613,2024-11-07 00:00:00,Research note: Indirect evidence of avian Metapneumovirus circulation in broilers in Italy.,https://pubmed.ncbi.nlm.nih.gov/39154613
39134468,2024-11-07 00:00:00,Seasonality of common respiratory viruses: Analysis of nationwide time-series data.,https://pubmed.ncbi.nlm.nih.gov/39134468
39513651,2024-11-07 00:00:00,Changes in Epidemics of Respiratory Viral Infections Resulted From the COVID-19 Pandemic in Shanghai.,https://pubmed.ncbi.nlm.nih.gov/39513651
39489292,2024-11-01 00:00:00,Epidemiology of human metapneumovirus among children with severe or very severe pneumonia in high pneumonia burden settings: the Pneumonia Etiology Research for Child Health (PERCH) study experience.,https://pubmed.ncbi.nlm.nih.gov/39489292
39554078,2024-11-01 00:00:00,A potently neutralizing and protective human antibody targeting antigenic site V on RSV and hMPV fusion glycoprotein.,https://pubmed.ncbi.nlm.nih.gov/39554078
39468306,2024-10-28 00:00:00,"The circulating characteristics of common respiratory pathogens in Ningbo, China, both before and following the cessation of COVID-19 containment measures.",https://pubmed.ncbi.nlm.nih.gov/39468306
39466537,2024-10-28 00:00:00,Seroprevalence of avian metapneumovirus (aMPV) among pullet and layer hens in Northern Thailand.,https://pubmed.ncbi.nlm.nih.gov/39466537
39441325,2024-10-23 00:00:00,Epidemiology of human metapneumovirus in Taiwan from 2013 to 2023.,https://pubmed.ncbi.nlm.nih.gov/39441325
39311697,2024-10-22 00:00:00,Genetic absence of PD-L1 does not restore CD8+ T cell function during respiratory virus infection and delays virus clearance.,https://pubmed.ncbi.nlm.nih.gov/39311697
39460364,2024-10-21 00:00:00,Interferon Epsilon-Mediated Antiviral Activity Against Human Metapneumovirus and Respiratory Syncytial Virus.,https://pubmed.ncbi.nlm.nih.gov/39460364
38349230,2024-10-16 00:00:00,"The Burden of Human Metapneumovirus- and Influenza-Associated Hospitalizations in Adults in New Zealand, 2012-2015.",https://pubmed.ncbi.nlm.nih.gov/38349230
39407374,2024-10-07 00:00:00,"Respiratory viral infections in bone marrow transplant patients: insights from a tertiary care hospital in Rawalpindi, Pakistan.",https://pubmed.ncbi.nlm.nih.gov/39407374
39493125,2024-10-07 00:00:00,The Distribution of Respiratory Viral Pathogens Among the Symptomatic Respiratory Tract Infection Patients From Dhaka City in the Pre-COVID-19 Pandemic Era.,https://pubmed.ncbi.nlm.nih.gov/39493125
39364598,2024-10-07 00:00:00,"Attribution of invasive group A streptococcal infections (iGAS) to predisposing viral infections, the Netherlands, 2010 to 2023.",https://pubmed.ncbi.nlm.nih.gov/39364598
39333919,2024-09-27 00:00:00,"Viral etiology of febrile respiratory syndrome among patients in Liaoning Province, China.",https://pubmed.ncbi.nlm.nih.gov/39333919
39334189,2024-09-27 00:00:00,Similarity analyses of causative viruses for chronic obstructive pulmonary disease and asthma exacerbations : Author.,https://pubmed.ncbi.nlm.nih.gov/39334189
39286955,2024-09-17 00:00:00,Exploring Chemical Space to Identify Partial Binders Against hMPV Nucleocapsid Protein.,https://pubmed.ncbi.nlm.nih.gov/39286955
38969331,2024-09-07 00:00:00,Lobar pneumonia due to human metapneumovirus: a case report.,https://pubmed.ncbi.nlm.nih.gov/38969331
39098246,2024-09-07 00:00:00,SARS-CoV-2 co-detection with other respiratory pathogens-descriptive epidemiological study.,https://pubmed.ncbi.nlm.nih.gov/39098246
38696270,2024-09-07 00:00:00,Monocyte Production of C1q Potentiates CD8+ T-Cell Function Following Respiratory Viral Infection.,https://pubmed.ncbi.nlm.nih.gov/38696270
39038660,2024-09-07 00:00:00,Rapid and one-tube detection of human metapneumovirus using the RT-RPA and CRISPR/Cas12a.,https://pubmed.ncbi.nlm.nih.gov/39038660
39225070,2024-09-07 00:00:00,Respiratory Viral Testing Rate Patterns in Young Children Attending Tertiary Care Across Western Australia: A Population-Based Birth Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/39225070
39223363,2024-09-02 00:00:00,Molecular characterization of avian metapneumovirus subtype C associated with hydrosalpinx fluid and egg drop syndrome in Jinding ducks.,https://pubmed.ncbi.nlm.nih.gov/39223363
39204304,2024-08-20 00:00:00,Seasonal Patterns of Common Respiratory Viral Infections in Immunocompetent and Immunosuppressed Patients.,https://pubmed.ncbi.nlm.nih.gov/39204304
39143516,2024-08-14 00:00:00,"Epidemiological changes in respiratory pathogen transmission among children with acute respiratory infections during the COVID-19 pandemic in Kunming, China.",https://pubmed.ncbi.nlm.nih.gov/39143516
38945449,2024-08-07 00:00:00,Mechanism and spectrum of inhibition of a 4'-cyano modified nucleotide analog against diverse RNA polymerases of prototypic respiratory RNA viruses.,https://pubmed.ncbi.nlm.nih.gov/38945449
38820916,2024-08-07 00:00:00,"Analytical and clinical validation of a novel, laboratory-developed, modular multiplex-PCR panel for fully automated high-throughput detection of 16 respiratory viruses.",https://pubmed.ncbi.nlm.nih.gov/38820916
39054318,2024-07-25 00:00:00,Efficacious human metapneumovirus vaccine based on AI-guided engineering of a closed prefusion trimer.,https://pubmed.ncbi.nlm.nih.gov/39054318
39035530,2024-07-15 00:00:00,Human metapneumovirus infection is associated with a substantial morbidity and mortality burden in adult inpatients.,https://pubmed.ncbi.nlm.nih.gov/39035530
38985204,2024-07-10 00:00:00,An affordable detection system based on RT-LAMP and DNA-nanoprobes for avian metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/38985204
38462763,2024-07-07 00:00:00,"The burden of RSV, hMPV, and PIV amongst hospitalized adults in the United States from 2016 to 2019.",https://pubmed.ncbi.nlm.nih.gov/38462763
38823191,2024-07-07 00:00:00,"Burden of respiratory syncytial virus, human metapneumovirus and influenza virus infections in Japanese adults in the Hospitalized Acute Respiratory Tract Infection study.",https://pubmed.ncbi.nlm.nih.gov/38823191
38801487,2024-07-07 00:00:00,"Epidemiological characteristics of human metapneumovirus among children in Nanjing, China.",https://pubmed.ncbi.nlm.nih.gov/38801487
39066249,2024-07-06 00:00:00,Probenecid Inhibits Human Metapneumovirus (HMPV) Replication In Vitro and in BALB/c Mice.,https://pubmed.ncbi.nlm.nih.gov/39066249
38898106,2024-06-19 00:00:00,Mucosal bivalent live attenuated vaccine protects against human metapneumovirus and respiratory syncytial virus in mice.,https://pubmed.ncbi.nlm.nih.gov/38898106
38690874,2024-06-13 00:00:00,Novel insights into the host cell glycan binding profile of human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/38690874
38176655,2024-06-07 00:00:00,PD-1 signaling in neonates restrains CD8+ T cell function and protects against respiratory viral immunopathology.,https://pubmed.ncbi.nlm.nih.gov/38176655
38492818,2024-06-07 00:00:00,Determinants of radiological patterns and severity in immunocompromised adults with Metapneumovirus infection.,https://pubmed.ncbi.nlm.nih.gov/38492818
38828947,2024-06-07 00:00:00,"Epidemiological and clinical characteristics of hospitalized human metapneumovirus patients in Israel, 2015-2021: A retrospective cohort study.",https://pubmed.ncbi.nlm.nih.gov/38828947
38955734,2024-06-06 00:00:00,"[Genotype and epidemiological characteristics of human metapneumovirus among hospitalized cases of acute respiratory infection in children in Changchun City, Jilin Province from 2019 to 2023].",https://pubmed.ncbi.nlm.nih.gov/38955734
38738290,2024-06-01 00:00:00,Safety and Immunogenicity of an mRNA-Based hMPV/PIV3 Combination Vaccine in Seropositive Children.,https://pubmed.ncbi.nlm.nih.gov/38738290
38641492,2024-05-31 00:00:00,VLPs generated by the fusion of RSV-F or hMPV-F glycoprotein to HIV-Gag show improved immunogenicity and neutralizing response in mice.,https://pubmed.ncbi.nlm.nih.gov/38641492
38920751,2024-05-27 00:00:00,RSV Infection in Refugees and Asylum Seekers: A Systematic Review and Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/38920751
38171847,2024-05-23 00:00:00,"Molecular Epidemiology of Human Metapneumovirus in East Japan before and after COVID-19, 2017-2022.",https://pubmed.ncbi.nlm.nih.gov/38171847
38296544,2024-05-23 00:00:00,"Genetic Comparison of Human Parainfluenza Virus Type 3 Detected in Respiratory Samples from Patients with Encephalopathy and Airway Inflammation in Aichi Prefecture, Japan.",https://pubmed.ncbi.nlm.nih.gov/38296544
38770587,2024-05-21 00:00:00,Household transmission of human metapneumovirus and seasonal coronavirus.,https://pubmed.ncbi.nlm.nih.gov/38770587
38769924,2024-05-20 00:00:00,Epidemiology of Respiratory Viruses in Korean Children Before and After the COVID-19 Pandemic: A Prospective Study From National Surveillance System.,https://pubmed.ncbi.nlm.nih.gov/38769924
38846360,2024-05-17 00:00:00,"Seasonal and Genetic Characteristics of Human Metapneumovirus Circulating - Henan Province, China, 2017-2023.",https://pubmed.ncbi.nlm.nih.gov/38846360
38798421,2024-05-14 00:00:00,Human metapneumovirus SH protein promotes JAK1 degradation to impair host IL-6 signaling.,https://pubmed.ncbi.nlm.nih.gov/38798421
38793631,2024-05-09 00:00:00,Presence and Significance of Multiple Respiratory Viral Infections in Children Admitted to a Tertiary Pediatric Hospital in Italy.,https://pubmed.ncbi.nlm.nih.gov/38793631
38530032,2024-05-08 00:00:00,IFN-λ drives distinct lung immune landscape changes and antiviral responses in human metapneumovirus infection.,https://pubmed.ncbi.nlm.nih.gov/38530032
38700887,2024-05-07 00:00:00,"Epidemiology and molecular characterization of respiratory viruses at the end of COVID-19 pandemic in Lombardy, Northern Italy.",https://pubmed.ncbi.nlm.nih.gov/38700887
38692663,2024-05-07 00:00:00,"Assessment of Illness Severity in Adults Hospitalized With Acute Respiratory Tract Infection due to Influenza, Respiratory Syncytial Virus, or Human Metapneumovirus.",https://pubmed.ncbi.nlm.nih.gov/38692663
38431054,2024-05-07 00:00:00,Interleukin-1β promotes human metapneumovirus replication via activating the cGAS-STING pathway.,https://pubmed.ncbi.nlm.nih.gov/38431054
38234188,2024-05-07 00:00:00,Cycle threshold dynamics of non-severe acute respiratory coronavirus virus 2 (SARS-CoV-2) respiratory viruses.,https://pubmed.ncbi.nlm.nih.gov/38234188
38725276,2024-05-07 00:00:00,"Prevalence of Respiratory Viruses in Children With Acute Respiratory Infections in Shanghai, China, From 2013 to 2022.",https://pubmed.ncbi.nlm.nih.gov/38725276
38681623,2024-04-30 00:00:00,Viral etiology of severe lower respiratory tract infections in SARS-CoV-2 negative hospitalized patients during the COVID-19 pandemic in Kuwait.,https://pubmed.ncbi.nlm.nih.gov/38681623
38689312,2024-04-30 00:00:00,"Clinical and epidemiological characteristics of 96 pediatric human metapneumovirus infections in Henan, China after COVID-19 pandemic: a retrospective analysis.",https://pubmed.ncbi.nlm.nih.gov/38689312
38793579,2024-04-28 00:00:00,"Genetic Diversity and Detection of Respiratory Viruses Excluding SARS-CoV-2 during the COVID-19 Pandemic in Gabon, 2020-2021.",https://pubmed.ncbi.nlm.nih.gov/38793579
38466095,2024-04-16 00:00:00,SQSTM1 downregulates avian metapneumovirus subgroup C replication via mediating selective autophagic degradation of viral M2-2 protein.,https://pubmed.ncbi.nlm.nih.gov/38466095
38636684,2024-04-16 00:00:00,"Global analysis of respiratory viral circulation and timing of epidemics in the pre-COVID-19 and COVID-19 pandemic eras, based on data from the Global Influenza Surveillance and Response System (GISRS).",https://pubmed.ncbi.nlm.nih.gov/38636684
38589437,2024-04-08 00:00:00,Ginkgolic acid inhibits orthopneumo- and metapneumo- virus infectivity.,https://pubmed.ncbi.nlm.nih.gov/38589437
38359857,2024-04-07 00:00:00,Non-SARS-CoV-2 respiratory viral detection and whole genome sequencing from COVID-19 rapid antigen test devices: a laboratory evaluation study.,https://pubmed.ncbi.nlm.nih.gov/38359857
38616564,2024-04-07 00:00:00,"Predictors of Respiratory Syncytial Virus, Influenza Virus, and Human Metapneumovirus Carriage in Children Under 5 Years With WHO-Defined Fast-Breathing Pneumonia in Pakistan.",https://pubmed.ncbi.nlm.nih.gov/38616564
38738071,2024-04-07 00:00:00,A Case Report of Sepsis-Induced Dilated Cardiomyopathy Secondary to Human Metapneumovirus Infection.,https://pubmed.ncbi.nlm.nih.gov/38738071
38100724,2024-04-01 00:00:00,Head-to-Head Comparison Between Respiratory Syncytial Virus and Human Metapneumovirus Bronchiolitis in the Setting of Increased Viral Testing.,https://pubmed.ncbi.nlm.nih.gov/38100724
38241663,2024-04-01 00:00:00,Epidemiology and Clinical Characteristics of Human Metapneumovirus Infections in Hospitalized Children in Two Consecutive Postpandemic Years.,https://pubmed.ncbi.nlm.nih.gov/38241663
38561704,2024-04-01 00:00:00,The impact of non-pharmaceutical interventions on community non-SARS-CoV-2 respiratory infections in preschool children.,https://pubmed.ncbi.nlm.nih.gov/38561704
38675883,2024-03-30 00:00:00,"Molecular Epidemiology and Clinical Characteristics of an Outbreak on Respiratory Virus Coinfection in Gansu, China.",https://pubmed.ncbi.nlm.nih.gov/38675883
38675851,2024-03-26 00:00:00,Geographical Expansion of Avian Metapneumovirus Subtype B: First Detection and Molecular Characterization of Avian Metapneumovirus Subtype B in US Poultry.,https://pubmed.ncbi.nlm.nih.gov/38675851
38675850,2024-03-26 00:00:00,Disease Burden and Inpatient Management of Children with Acute Respiratory Viral Infections during the Pre-COVID Era in Germany: A Cost-of-Illness Study.,https://pubmed.ncbi.nlm.nih.gov/38675850
38674586,2024-03-23 00:00:00,Exploring Clinical Predictors of Severe Human Metapneumovirus Respiratory Tract Infections in Children: Insights from a Recent Outbreak.,https://pubmed.ncbi.nlm.nih.gov/38674586
38496645,2024-03-08 00:00:00,A tale of two fusion proteins: understanding the metastability of human respiratory syncytial virus and metapneumovirus and implications for rational design of uncleaved prefusion-closed trimers.,https://pubmed.ncbi.nlm.nih.gov/38496645
38280762,2024-03-07 00:00:00,Viral Pneumonias.,https://pubmed.ncbi.nlm.nih.gov/38280762
38501305,2024-03-07 00:00:00,Patterns of Non-influenza Respiratory Viruses Among Severe Acute Respiratory Infection Cases in Burkina Faso: A Surveillance Study.,https://pubmed.ncbi.nlm.nih.gov/38501305
38048027,2024-03-07 00:00:00,"The Impact of Non-pharmacological Interventions Measures Against COVID-19 on Respiratory Virus in Preschool Children in Henan, China.",https://pubmed.ncbi.nlm.nih.gov/38048027
38524773,2024-03-07 00:00:00,The prevalence of 17 common respiratory viruses in patients with respiratory illness but negative for COVID-19: A cross-sectional study.,https://pubmed.ncbi.nlm.nih.gov/38524773
38529669,2024-03-07 00:00:00,Clinical comparison of HMPV and RSV infections in hospitalised Malaysian children: A propensity score matched study.,https://pubmed.ncbi.nlm.nih.gov/38529669
38454484,2024-03-07 00:00:00,Epidemiology and diagnosis technologies of human metapneumovirus in China: a mini review.,https://pubmed.ncbi.nlm.nih.gov/38454484
38265200,2024-02-28 00:00:00,Human metapneumovirus infection of organoid-derived human bronchial epithelium represents cell tropism and cytopathology as observed in in vivo models.,https://pubmed.ncbi.nlm.nih.gov/38265200
38351001,2024-02-13 00:00:00,A general computational design strategy for stabilizing viral class I fusion proteins.,https://pubmed.ncbi.nlm.nih.gov/38351001
37938791,2024-02-07 00:00:00,Invasive pulmonary aspergillosis following human metapneumovirus infection in solid-organ transplant recipients: Another virus to add to the list.,https://pubmed.ncbi.nlm.nih.gov/37938791
38315735,2024-02-07 00:00:00,Distinct roles for type I and type III interferons in virulent human metapneumovirus pathogenesis.,https://pubmed.ncbi.nlm.nih.gov/38315735
37644253,2024-02-07 00:00:00,Old foes following news ways?-Pandemic-related changes in the epidemiology of viral respiratory tract infections.,https://pubmed.ncbi.nlm.nih.gov/37644253
38264816,2024-02-02 00:00:00,"[Pathogenic agents causing acute respiratory tract infections in pediatric patients in Spring, 2023, in Beijing].",https://pubmed.ncbi.nlm.nih.gov/38264816
38197640,2024-01-30 00:00:00,Clinical human metapneumovirus isolates show distinct pathogenesis and inflammatory profiles but similar CD8+ T cell impairment.,https://pubmed.ncbi.nlm.nih.gov/38197640
38117059,2024-01-16 00:00:00,A neutralizing single-domain antibody that targets the trimer interface of the human metapneumovirus fusion protein.,https://pubmed.ncbi.nlm.nih.gov/38117059
37440459,2024-01-12 00:00:00,Upper and/or Lower Respiratory Tract Infection Caused by Human Metapneumovirus After Allogeneic Hematopoietic Stem Cell Transplantation.,https://pubmed.ncbi.nlm.nih.gov/37440459
38255903,2024-01-09 00:00:00,A Receptor Integrin β1 Promotes Infection of Avian Metapneumovirus Subgroup C by Recognizing a Viral Fusion Protein RSD Motif.,https://pubmed.ncbi.nlm.nih.gov/38255903
38071948,2024-01-07 00:00:00,Respiratory virus detection among healthcare professionals in Brazil: work-related contact and episode recurrence during the COVID-19 pandemic.,https://pubmed.ncbi.nlm.nih.gov/38071948
38404579,2024-01-07 00:00:00,Human metapneumovirus respiratory infection affects both innate and adaptive intestinal immunity.,https://pubmed.ncbi.nlm.nih.gov/38404579
38357041,2024-01-07 00:00:00,Mortality and Morbidity of Human Metapneumovirus Infection in the Pre-COVID-19 Era: The Value of the Charlson Comorbidity Index on Outcome Prediction.,https://pubmed.ncbi.nlm.nih.gov/38357041
38933273,2024-01-07 00:00:00,Human monoclonal antibodies protect against viral-mediated pneumococcal superinfection.,https://pubmed.ncbi.nlm.nih.gov/38933273
38249443,2024-01-07 00:00:00,"Comparative analysis of mortality in patients admitted with an infection with influenza A/B virus, respiratory syncytial virus, rhinovirus, metapneumovirus or SARS-CoV-2.",https://pubmed.ncbi.nlm.nih.gov/38249443
38292215,2024-01-07 00:00:00,"Prevalence of Influenza Viruses A and B, Adenovirus, Respiratory Syncytial Virus, and Human Metapneumonia Viruses among Children with Acute Respiratory Tract Infection.",https://pubmed.ncbi.nlm.nih.gov/38292215
38964304,2024-01-07 00:00:00,Viral Cytopathic Changes in Sputum Cytology in a Patient with Known Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/38964304
38745678,2024-01-07 00:00:00,Using Targeted Next-Generation Sequencing to Diagnose Severe Pneumonia Due to Tropheryma Whipplei and Human Metapneumovirus: A Case Report and Literature Review.,https://pubmed.ncbi.nlm.nih.gov/38745678
39399533,2024-01-07 00:00:00,"Spectrum of respiratory viruses identified from SARS-CoV-2-negative human respiratory tract specimens in Watansoppeng, Indonesia.",https://pubmed.ncbi.nlm.nih.gov/39399533
39636920,2024-01-07 00:00:00,Pneumococcal nasopharyngeal carriage in children and adults self-confined at home during a COVID-19 national lockdown.,https://pubmed.ncbi.nlm.nih.gov/39636920
39286815,2024-01-07 00:00:00,Changes in the epidemiological patterns of respiratory syncytial virus and human metapneumovirus infection among pediatric patients and their correlation with severe cases: a long-term retrospective study.,https://pubmed.ncbi.nlm.nih.gov/39286815
39591472,2024-01-07 00:00:00,Exploring the host response in infected lung organoids using NanoString technology: A statistical analysis of gene expression data.,https://pubmed.ncbi.nlm.nih.gov/39591472
39268186,2024-01-07 00:00:00,"Human metapneumovirus (hMPV): an associated etiology of severe acute respiratory infection in children of Eastern Uttar Pradesh, India.",https://pubmed.ncbi.nlm.nih.gov/39268186
38032197,2023-12-21 00:00:00,"Structural characterization of M8C10, a neutralizing antibody targeting a highly conserved prefusion-specific epitope on the metapneumovirus fusion trimerization interface.",https://pubmed.ncbi.nlm.nih.gov/38032197
38172569,2023-12-15 00:00:00,Development of a novel multi-epitope mRNA vaccine candidate to combat HMPV virus.,https://pubmed.ncbi.nlm.nih.gov/38172569
38081792,2023-12-07 00:00:00,"Resurgence of human metapneumovirus infection and influenza after three seasons of inactivity in the post-COVID-19 era in Hokkaido, Japan, 2022-2023.",https://pubmed.ncbi.nlm.nih.gov/38081792
37741464,2023-12-07 00:00:00,Development of a duplex real-time RT-PCR assay for the detection and identification of two subgroups of human metapneumovirus in a single tube.,https://pubmed.ncbi.nlm.nih.gov/37741464
37816430,2023-12-07 00:00:00,"Epidemiology, genetic characteristics, and association with meteorological factors of human metapneumovirus infection in children in southern China: A 10-year retrospective study.",https://pubmed.ncbi.nlm.nih.gov/37816430
38633850,2023-12-07 00:00:00,Bibliometric Analysis of Human Metapneumovirus Studies.,https://pubmed.ncbi.nlm.nih.gov/38633850
37993464,2023-11-22 00:00:00,Structure of the N-RNA/P interface indicates mode of L/P recruitment to the nucleocapsid of human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/37993464
38005948,2023-11-18 00:00:00,Human Metapneumovirus-Induced Host microRNA Expression Impairs the Interferon Response in Macrophages and Epithelial Cells.,https://pubmed.ncbi.nlm.nih.gov/38005948
37974334,2023-11-16 00:00:00,Protective efficacy of a novel recombinant influenza virus carrying partial human metapneumovirus F protein epitopes.,https://pubmed.ncbi.nlm.nih.gov/37974334
37997140,2023-11-07 00:00:00,Surge of lower respiratory tract group A streptococcal infections in England in winter 2022: epidemiology and clinical profile.,https://pubmed.ncbi.nlm.nih.gov/37997140
37964991,2023-11-07 00:00:00,"Interactions among acute respiratory viruses in Beijing, Chongqing, Guangzhou, and Shanghai, China, 2009-2019.",https://pubmed.ncbi.nlm.nih.gov/37964991
37523504,2023-11-01 00:00:00,Epidemiology and Clinical Features of Human Metapneumovirus and Respiratory Syncytial Viral Infections in Children.,https://pubmed.ncbi.nlm.nih.gov/37523504
37956382,2023-10-31 00:00:00,Comparison of two multiplex PCR tests for common pathogen detection in hospitalized children with acute respiratory infection.,https://pubmed.ncbi.nlm.nih.gov/37956382
37681946,2023-10-31 00:00:00,Imaging analysis reveals budding of filamentous human metapneumovirus virions and direct transfer of inclusion bodies through intercellular extensions.,https://pubmed.ncbi.nlm.nih.gov/37681946
37872556,2023-10-23 00:00:00,The preparedness and knowledge of pharmacists and general practitioners in managing human monkeypox: a highly spreading infectious disease.,https://pubmed.ncbi.nlm.nih.gov/37872556
37861549,2023-10-20 00:00:00,"Clinical factors associated with extended hospitalization in pediatric patients ≥3 years of age with respiratory syncytial virus or human metapneumovirus infection: A Japanese single-center, retrospective study.",https://pubmed.ncbi.nlm.nih.gov/37861549
37864446,2023-10-20 00:00:00,Trend in respiratory viruses' activity in the COVID-19 area.,https://pubmed.ncbi.nlm.nih.gov/37864446
37734492,2023-10-15 00:00:00,Identification of γ-Fagarine as a novel antiviral agent against respiratory virus (hMPV) infection.,https://pubmed.ncbi.nlm.nih.gov/37734492
37657510,2023-10-15 00:00:00,Immunogenicity and protective efficacy of human metapneumovirus virus-like particles produced by a recombinant baculovirus in mice.,https://pubmed.ncbi.nlm.nih.gov/37657510
37820580,2023-10-10 00:00:00,Strength in diversity: Widening B cell recruitment for broader vaccine protection.,https://pubmed.ncbi.nlm.nih.gov/37820580
37566969,2023-10-07 00:00:00,"Effect of vaccination program on immune response, production performance, and carcass composition of Ross 308 broiler chickens.",https://pubmed.ncbi.nlm.nih.gov/37566969
36744682,2023-10-07 00:00:00,"Bronchiolitis Due to RSV and HMPV-Epidemiology, Clinical Course, and Prognosis: Experience of a Single Tertiary Center.",https://pubmed.ncbi.nlm.nih.gov/36744682
37651767,2023-10-07 00:00:00,Microbiome characteristics description of COVID-19 patients based on bulk RNA-seq and scRNA-Seq data.,https://pubmed.ncbi.nlm.nih.gov/37651767
36522554,2023-10-07 00:00:00,Multicenter epidemiological investigation and genetic characterization of respiratory syncytial virus and metapneumovirus infections in the pre-pandemic 2018-2019 season in northern and central Italy.,https://pubmed.ncbi.nlm.nih.gov/36522554
37887734,2023-10-04 00:00:00,"Re-Emergence of HMPV in Gwangju, South Korea, after the COVID-19 Pandemic.",https://pubmed.ncbi.nlm.nih.gov/37887734
37735242,2023-09-21 00:00:00,"A decade of human metapneumovirus in hospitalized children with acute respiratory infection: molecular epidemiology in central Vietnam, 2007-2017.",https://pubmed.ncbi.nlm.nih.gov/37735242
37747472,2023-09-07 00:00:00,The investigation of community-acquired and nosocomial respiratory syncytial virus and other viral respiratory tract infections in children.,https://pubmed.ncbi.nlm.nih.gov/37747472
37499668,2023-09-07 00:00:00,Neutralising antibodies against human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/37499668
37406292,2023-09-07 00:00:00,Interleukin-4 Promotes Human Metapneumovirus Replication Through the JAK/STAT6 Pathway.,https://pubmed.ncbi.nlm.nih.gov/37406292
35920053,2023-09-07 00:00:00,Human metapneumovirus infection in the cardiac paediatric ICU before and during COVID-19 pandemic: a retrospective cohort analysis.,https://pubmed.ncbi.nlm.nih.gov/35920053
37744992,2023-09-07 00:00:00,"Lessons learned from identifying clusters of severe acute respiratory infections with influenza sentinel surveillance, Bangladesh, 2009-2020.",https://pubmed.ncbi.nlm.nih.gov/37744992
37738240,2023-09-07 00:00:00,Structure-based design of a single-chain triple-disulfide-stabilized fusion-glycoprotein trimer that elicits high-titer neutralizing responses against human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/37738240
37378522,2023-08-17 00:00:00,Statistical Analysis of Common Respiratory Viruses Reveals the Binary of Virus-Virus Interaction.,https://pubmed.ncbi.nlm.nih.gov/37378522
